Date,Country_Region,Province_State,Difference,Prep_Flow_Runtime,Latest_Date,Case_Type,Cases,Lat,Long
3/12/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,1,21,78
3/11/2020,India,N/A,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,1,21,78
3/10/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
3/1/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/9/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/8/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/7/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/6/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/5/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/4/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/3/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/29/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/28/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/27/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/26/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/25/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/24/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/23/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/22/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/21/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/20/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/2/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/19/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/18/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/17/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/16/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/15/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/14/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/13/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/12/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/11/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/10/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
2/1/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/31/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/30/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/29/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/28/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/27/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/26/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/25/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/24/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
1/23/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21,78
3/9/2020,India,N/A,4,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,43,21,78
3/8/2020,India,N/A,5,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,39,21,78
3/7/2020,India,N/A,3,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,34,21,78
3/6/2020,India,N/A,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,31,21,78
3/5/2020,India,N/A,2,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,30,21,78
3/4/2020,India,N/A,23,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,28,21,78
3/3/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,5,21,78
3/23/2020,India,N/A,103,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,499,21,78
3/22/2020,India,N/A,66,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,396,21,78
3/21/2020,India,N/A,86,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,330,21,78
3/20/2020,India,N/A,50,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,244,21,78
3/2/2020,India,N/A,2,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,5,21,78
3/19/2020,India,N/A,38,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,194,21,78
3/18/2020,India,N/A,14,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,156,21,78
3/17/2020,India,N/A,23,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,142,21,78
3/16/2020,India,N/A,6,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,119,21,78
3/15/2020,India,N/A,11,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,113,21,78
3/14/2020,India,N/A,20,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,102,21,78
3/13/2020,India,N/A,9,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,82,21,78
3/12/2020,India,N/A,11,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,73,21,78
3/11/2020,India,N/A,6,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,62,21,78
3/10/2020,India,N/A,13,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,56,21,78
3/1/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/9/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/8/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/7/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/6/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/5/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/4/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/3/2020,India,N/A,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/29/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/28/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/27/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/26/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/25/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/24/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/23/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/22/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/21/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/20/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/2/2020,India,N/A,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,2,21,78
2/19/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/18/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/17/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/16/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/15/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/14/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/13/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/12/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/11/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/10/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21,78
2/1/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21,78
1/31/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21,78
1/30/2020,India,N/A,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21,78
1/29/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/28/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/27/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/26/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/25/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/24/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
1/23/2020,India,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21,78
3/9/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/8/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/7/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/6/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/5/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/4/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/3/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/23/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/22/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/21/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/20/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/2/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/19/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/18/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/17/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/16/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/15/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/14/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/13/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/12/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/11/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/10/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/1/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/9/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/8/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/7/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/6/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/5/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/4/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/3/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/29/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/28/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/27/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/26/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/25/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/24/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/23/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/22/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/21/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/20/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/2/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/19/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/18/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/17/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/16/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/15/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/14/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/13/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/12/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/11/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/10/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
2/1/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/31/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/30/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/29/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/28/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/27/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/26/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/25/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/24/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
1/23/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
3/9/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/8/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/7/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/6/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/5/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/4/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/3/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/23/2020,Madagascar,N/A,9,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,12,-18.7669,46.8691
3/22/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
3/21/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
3/20/2020,Madagascar,N/A,3,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
3/2/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/19/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/18/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/17/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/16/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/15/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/14/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/13/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/12/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/11/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/10/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/1/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/9/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/8/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/7/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/6/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/5/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/4/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/3/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/29/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/28/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/27/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/26/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/25/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/24/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/23/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/22/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/21/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/20/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/2/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/19/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/18/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/17/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/16/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/15/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/14/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/13/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/12/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/11/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/10/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
2/1/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/31/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/30/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/29/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/28/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/27/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/26/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/25/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/24/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
1/23/2020,Madagascar,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
3/9/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/8/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/7/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/6/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/5/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/4/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
3/3/2020,Dominican Republic,N/A,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
