Date,EUR,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRL,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
#date,#value+eur,#value+jpy,#value+bgn,#value+czk,#value+dkk,#value+gbp,#value+huf,#value+pln,#value+ron,#value+sek,#value+chf,#value+isk,#value+nok,#value+hrk,#value+rub,#value+trl,#value+try,#value+aud,#value+brl,#value+cad,#value+cny,#value+hkd,#value+idr,#value+ils,#value+inr,#value+krw,#value+mxn,#value+myr,#value+nzd,#value+php,#value+sgd,#value+thb,#value+zar
2020-05-07,1.0783,0.009383865633974415,0.5513344922793741,0.03970469106708888,0.14453454862274648,1.2326527812707195,0.0030865010304556902,0.23716101788110056,0.2235513631180678,0.10153483992467044,1.0240265906932575,0.00677749842866122,0.09766767809428921,0.14250974691072493,0.013549869879530184,NaN,0.13861322501028384,0.6455340038314176,0.17316246728011433,0.7104829676484153,0.1410888822013163,0.12901411821009812,6.646727921188533e-05,0.28465457617275153,0.013187229801207066,0.0008167825599539457,0.04136536786904867,0.23124101992236926,0.6051066217732884,0.01978641026111529,0.7046330784813436,0.03083588321084389,0.053727491056213814
2020-05-06,1.0807,0.009426079372001744,0.5525616116167297,0.04004520695149517,0.1448310059235037,1.2385820544852326,0.003091335564518436,0.23807111071947837,0.22405821740302284,0.10168614388678747,1.0263057929724597,0.00678405524168236,0.09744815148782687,0.1427797595455146,0.013378493641285039,NaN,0.14002695068542848,0.6339903789745395,0.17746650026274305,0.7098193760262725,0.140886750883231,0.12901877917457588,6.646727100404512e-05,0.2850398269768423,0.013182242335160983,0.0008165593737721764,0.04148799355049235,0.23134887504549057,0.6058075004204272,0.019785792749908458,0.7047277469840234,0.030873614444063537,0.0538725741888207
2020-05-05,1.0843,0.009370840895341804,0.5544022906227631,0.04019200830306175,0.14532514876963493,1.2454628991500114,0.0030956119564907072,0.23927531114838027,0.22467882304185663,0.10135539353150122,1.0302137767220902,0.006806654111738857,0.0970464512664459,0.1431702647388922,0.013474369122904688,NaN,0.141063669242578,0.6444576523031204,0.18200281992748757,0.713308334977962,0.14159973881815216,0.12899580046872958,6.622516556291391e-05,0.2839001911345011,0.013200070608143067,0.0008184569862848258,0.041889124975854744,0.23231349359386383,0.6054159687325517,0.01976377522191641,0.7059704407839053,0.03086887206058191,0.05448250911977811
2020-05-04,1.0942,0.00936494351249572,0.5594641578893548,0.04034809543124747,0.14663236042990002,1.244851987531002,0.0030973476377841314,0.23959884382937727,0.22622394971882237,0.1012089202963566,1.0373530527114145,0.006860188087774295,0.0965925141242938,0.1443154840411501,0.013288737970668105,NaN,0.14222950137784018,0.642815180354835,0.18002336256395915,0.7109811565951918,0.14159818828857976,0.1289752233668875,6.622516556291392e-05,0.28361110391125166,0.013217050986265959,0.0008165671641791045,0.04069745817556963,0.2316944056240207,0.6050987114969861,0.01975839217031727,0.7061632784769281,0.030912224199790946,0.053657244855926725
2020-04-30,1.0876,0.009386381289376024,0.5560895797116269,0.04013728457024762,0.14582216024884692,1.2514815027904032,0.003083465638466772,0.2398976530792306,0.22456690962400114,0.10198895338478417,1.0301193407842393,0.006827369742623979,0.09724606580829756,0.1435017812376303,0.013613378060381515,NaN,0.14314481633082823,0.6552596698397397,0.18570818748399215,0.7213636665119054,0.1418639535642079,0.12901542111506523,6.722689075630252e-05,0.28569177020672987,0.01332666754890284,0.0008282752895841108,0.0421627195651921,0.2325571449954027,0.614289748658571,0.019856861169940846,0.7097363612633777,0.030883689232167194,0.05532832753393158
2020-04-29,1.0842,0.00938538781163435,0.5543511606503733,0.039970506912442395,0.14539164018184014,1.2408157659822838,0.003049360146252285,0.23858985079882047,0.2238463920718489,0.10100803070673946,1.0256361744395044,0.006797492163009405,0.09617841175218225,0.14333685880486516,0.013582891720224002,NaN,0.1430965987831114,0.6509756829780847,0.18277757173202064,0.7166369224667857,0.14131355656061417,0.1290268835759083,6.526988392652353e-05,0.28488097114929845,0.013218485397121487,0.0008203754568360839,0.041456364136918424,0.23001527494908353,0.6080421737423589,0.01979803882183226,0.7065954118873827,0.030844950213371268,0.054254488680718194
2020-04-28,1.0877,0.009371876615543683,0.5561407096840167,0.03994931501818048,0.14586294756604531,1.2491099933393048,0.0030558521099061636,0.23922318993577898,0.22452265455671377,0.10120022329735764,1.0274891365955034,0.006819435736677116,0.09644183963895267,0.14387566137566138,0.013480619982103505,NaN,0.14290218747947184,0.6499940241424644,0.17829978362074617,0.7165821200342578,0.14130194733491822,0.12902575295666718,6.507449435197423e-05,0.28563550420168066,0.013180727563558807,0.0008204103182983858,0.04100366043525628,0.2292259383363891,0.6057585208286923,0.019764864079081262,0.7059778022976568,0.030830498866213148,0.053604254039908726
2020-04-27,1.0852,0.009337463431423162,0.5548624603742713,0.039920541494997054,0.14548672091807321,1.2435969425758913,0.003060608624531122,0.23962726610285512,0.22435393839156503,0.09979034097178797,1.0279435445675853,0.006833753148614609,0.09476653305738213,0.14368752068851373,0.013481984679336983,NaN,0.1432134609039921,0.6461446859184281,0.17988330460151172,0.7113733202228777,0.14119177725735102,0.12903072386569012,6.499838282681872e-05,0.28476212968065284,0.013134913670501515,0.0008166644090245481,0.04015615460045514,0.22967195767195767,0.6064941597272676,0.01973557386291305,0.7050873887336755,0.03079804745147009,0.0531676702154241
2020-04-24,1.08,0.009292720702116676,0.5522037018100011,0.03954595386305383,0.1448167665634177,1.2343139271754784,0.0030406261437540476,0.23849483261196006,0.2230529337656705,0.09933500731216027,1.0261282660332542,0.0068095838587641875,0.09408894890447358,0.14300279385087988,0.013432986190143919,NaN,0.14330259404232734,0.6374313875936966,0.17961681745609367,0.711790680814605,0.14125956444967627,0.1290230091032901,6.400000000000001e-05,0.2843227589838094,0.013112206492970402,0.0008104518268934932,0.040248797194509765,0.2293334465844181,0.6003001500750376,0.019675356615838663,0.7014809041309431,0.030830716528689697,0.052678044473926815
2020-04-23,1.0772,0.009306263498920086,0.5507720625830862,0.039098399332147656,0.14444131568714214,1.2353211009174312,0.0030130625716763165,0.2373785231054012,0.22244708311822403,0.09893188100989135,1.0248311292931216,0.0067919293820933166,0.09353536230625623,0.14220462046204618,0.01336373628827559,NaN,0.14403380221425896,0.6367182882137368,0.1836157229059421,0.707474057533167,0.14125545837212658,0.1290229850639006,6.422609110422131e-05,0.28193786478917476,0.013146204539907249,0.0008118782031956587,0.04089318117972196,0.22935740748626665,0.6002117345517356,0.01973942203734584,0.7026286608831779,0.030940686485710182,0.05243584251723198
2020-04-22,1.0867,0.009287240406802837,0.5556294099601187,0.039467567371250095,0.14569172398074784,1.236010009099181,0.003060178536228211,0.23963042183951133,0.22456655163150172,0.09931184485894191,1.0326902974436947,0.006851828499369483,0.09305930207664312,0.143553500660502,0.01306191035397092,NaN,0.14297179244290076,0.631839060410489,0.18779594234956623,0.7067967479674796,0.1411958837898238,0.12903110900023745,6.41683884328021e-05,0.28225974025974027,0.013066245032674631,0.0008111759700222444,0.041179256901419124,0.22908278348124883,0.5970879120879121,0.019723754900537245,0.7007351044622131,0.03089322265180805,0.05316198089162627
2020-04-21,1.0837,0.009310937365753072,0.5540955107884242,0.03948336794549496,0.14530315625754206,1.2298002723558785,0.003052504084276943,0.23927491113024668,0.22402993405412114,0.09892918762495094,1.0304269278311307,0.006867553865652725,0.09436360944942226,0.1431571994715984,0.013010603455727692,NaN,0.14323667027941528,0.627649716205259,0.1880803207275378,0.7040213083869292,0.1409452710435959,0.129031873980497,6.3740947191534e-05,0.281319765328903,0.012997745154480907,0.0008115536118142197,0.041055929564285096,0.22750556325313853,0.5960618227820252,0.0196693044867141,0.6987105093488073,0.03072670050185716,0.05264436272485706
2020-04-20,1.086,0.00927333276406797,0.55527150015339,0.03973946135831382,0.14560763702670815,1.2433738250346336,0.003062864878585329,0.23988337162042767,0.22448684292122292,0.09997882584719628,1.0325156873930406,0.006921606118546845,0.09636373316296652,0.14383534429095535,0.013411911160290862,NaN,0.14437649561286892,0.6356453028972784,0.18899117693124273,0.7086460032626428,0.14137127533552898,0.12902765896777874,6.43707756678468e-05,0.2800195962148364,0.013061754677154558,0.00082053916827853,0.041595489608787915,0.2285978908371398,0.6046097316557176,0.0197003228966368,0.7026852151407311,0.030778823262668634,0.05336976499611767
2020-04-17,1.086,0.00929317131610474,0.55527150015339,0.03998085631189486,0.14557055346299747,1.2485915978753248,0.003086893493647139,0.24034524731658735,0.22458433286458765,0.10004790507425287,1.0328102710413694,0.006939297124600639,0.09623820284460988,0.143432609126329,0.01351334536178685,NaN,0.14483669196196372,0.6355337078651685,0.19120391563083208,0.7107329842931938,0.14136759479829736,0.12902306019888088,6.41616827139801e-05,0.2785472453062481,0.013075436600386485,0.0008217747610723934,0.041620995991200574,0.22883391630494335,0.6018954719281716,0.019640112125870333,0.7030491357545156,0.030740489130434784,0.05333307141524167
2020-04-16,1.0888,0.009296448087431694,0.5567031393803047,0.0402469227072783,0.1459145793966684,1.2491538841021992,0.003114772857306328,0.240416887475711,0.22508424120893888,0.0999862252628679,1.0353746671738302,0.006957188498402556,0.09538744579263217,0.1432443099592159,0.013505166147777876,NaN,0.14420046089052524,0.630603498204564,0.1910510615897526,0.7089003190311869,0.14141912691093764,0.12901849723311729,6.371051738463879e-05,0.27859372601197485,0.013007586165700974,0.0008158799859124322,0.04140884387633634,0.22847550099674743,0.5979132344865459,0.019648464287003283,0.7006885899993565,0.03061867266591676,0.05380164349987399
